46.38, 17.12, 32.73, 13.68, 57.40, 32.97, 31.82, 8.73, 27.73, 3.62,
4.73, 5.05, 20.95, 4.82, 14.68, 14.28, 0.62, 26.17, 12.25, 37.43,
0.07, 240.00, 15.20, 17.17, 34.30, 10.48, 4.12, 67.42, 2.98, 25.68,
2.53, 6.57, 15.00, 7.48, 2.38, 22.70, 28.45, 20.90, 43.33, 0.03,
0.07, 17.28, 10.10, 8.05, 4.75, 73.90, 118.03, 240.00, 88.93, 32.63,
50.83, 4.45, 8.30, 3.60, 6.00, 3.27, 31.45, 3.92, 2.58, 5.12,
3.97, 7.50, 14.80, 4.08, 12.97, 21.12, 7.77, 2.73, 4.68, 25.05,
7.53, 9.50, 6.90, 10.18, 1.97, 17.95, 10.68, 2.47, 23.02, 8.88,
10.58, 32.70, 19.35, 20.32, 240.00, 38.82, 59.05, 40.77, 2.68, 2.47,
4.00, 5.78, 50.12, 3.97, 63.55, 7.95, 32.38, 27.87, 6.73, 5.10,
1.30, 9.17, 4.20, 16.42, 13.18, 11.35, 1.13, 6.77, 7.87, 19.55,
8.42, 1.98, 2.75, 14.95, 5.12, 7.27, 4.22, 1.08, 0.15, 6.33,
5.30, 3.87, 16.72, 5.70, 22.83, 3.82, 11.72, 5.53, 37.65, 240.00,
40.62, 240.00, 40.02, 6.98, 19.48, 1.47, 16.05, 3.15, 13.82, 6.45,
9.87, 33.58, 2.43, 5.57, 0.17, 5.88, 0.37, 16.60, 7.77, 33.93,
1.52, 15.93, 13.45, 17.63, 3.00, 11.98, 11.95, 10.67, 37.93, 5.63,
4.10, 32.02, 3.03, 3.53, 37.10, 10.90, 40.85, 91.17, 3.40, 31.50,
4.83, 35.67, 240.00, 35.85, 49.07, 76.87, 39.47, 9.03, 11.27, 17.00,
5.60, 8.77, 0.05, 3.22, 8.23, 11.70, 0.37, 3.35, 2.13, 14.22,
2.73, 24.28, 9.57, 0.30, 1.47, 6.98, 30.85, 1.03, 10.37, 38.68,
3.72, 40.05, 24.58, 240.00, 44.52, 15.97, 29.97, 23.93, 4.67, 3.68,
42.85, 12.82, 6.18, 2.52, 17.30, 8.95, 37.53, 3.98, 77.83, 75.23,
7.13, 21.43, 1.82, 42.20, 37.57, 4.45, 8.20, 7.35, 8.60, 0.92,
15.98, 17.75, 31.37, 17.52, 21.17, 14.13, 25.13, 16.15, 25.65, 10.32,
45.93, 240.00, 103.03, 24.87, 46.87, 69.98, 0.82, 39.28, 27.38, 37.70,
3.72, 240.00, 0.28, 45.22, 10.65, 58.77, 69.37, 35.47, 21.45, 0.58,
2.62, 50.50, 8.70, 2.18, 1.12, 10.65, 6.98, 9.47, 42.32, 1.32,
0.82, 11.98, 10.62, 0.57, 20.80, 0.37, 9.85, 7.77, 5.22, 2.75,
13.00, 9.33, 13.55, 136.63, 240.00, 43.20, 64.07, 25.58, 17.05, 19.88,
20.47, 35.67, 6.48, 13.43, 2.98, 32.42, 1.20, 3.48, 0.27, 6.37,
24.50, 0.58, 8.28, 2.10, 16.63, 5.70, 2.03, 1.58, 21.70, 8.08,
0.38, 20.53, 5.15, 3.13, 35.57, 0.08, 20.33, 19.25, 0.03, 5.42,
7.38, 3.45, 1.50, 25.78, 20.37, 1.47, 18.23, 15.55, 1.50, 3.70,
3.28, 15.58, 2.03, 29.18, 11.72, 0.68, 4.75, 48.25, 240.00, 42.63,
9.97, 4.40, 29.13, 10.60, 3.27, 16.07, 6.43, 20.45, 4.32, 22.90,
13.10, 6.60, 17.63, 28.43, 6.37, 8.82, 8.45, 31.73, 1.95, 16.32,
6.25, 4.30, 24.08, 7.73, 4.08, 6.82, 60.30, 116.03, 44.93, 3.33,
0.45, 26.40, 2.12, 12.23, 31.92, 8.60, 33.45, 58.92, 240.00, 44.90,
16.88, 23.48, 26.18, 12.97, 9.50, 12.08, 17.10, 15.45, 26.45, 14.47,
11.70, 20.48, 24.57, 47.92, 15.23, 15.42, 4.02, 16.75, 6.57, 18.32,
4.00, 19.88, 24.53, 4.17, 22.55, 5.82, 24.40, 7.53, 14.02, 7.03,
7.90, 17.70, 16.65, 12.67, 71.62, 47.80, 36.20, 49.42, 240.00, 20.80,
37.03, 11.25, 16.95, 7.48, 7.83, 21.70, 9.58, 3.43, 3.28, 0.47,
10.92, 33.48, 6.13, 3.97, 14.52, 0.33, 37.75, 7.13, 4.35, 1.73,
1.30, 4.13, 34.88, 8.13, 2.32, 2.70, 6.45, 8.23, 0.97, 6.08,
32.12, 17.98, 0.38, 8.48, 0.55, 4.77, 0.57, 3.88, 6.63, 0.03,
11.38, 16.38, 13.38, 3.98, 8.17, 11.18, 0.55, 10.12, 0.80, 7.07,
25.28, 7.22, 2.22, 4.47, 0.83, 13.08, 0.03, 5.32, 12.18, 41.65,
4.23, 2.82, 0.97, 7.50, 37.02, 6.47, 12.27, 7.12, 33.65, 52.32,
15.03, 13.28, 240.00, 3.87, 47.38, 8.65, 71.13, 23.60, 9.57, 12.35,
1.33, 17.55, 45.45, 56.37, 17.93, 13.33, 4.92, 26.02, 11.08, 10.15,
3.35, 19.12, 19.60, 13.90, 1.62, 6.95, 8.88, 3.33, 21.23, 14.65,
1.28, 13.20, 33.67, 14.45, 50.25, 47.57, 83.98, 48.93, 240.00, 55.20,
42.18, 8.95, 5.77, 30.20, 10.42, 41.72, 23.13, 4.38, 7.82, 27.97,
7.62, 6.72, 44.90, 14.33, 10.12, 64.18, 5.03, 32.65, 8.33, 35.40,
13.95, 24.15, 10.93, 36.43, 53.43, 240.00, 2.95, 47.05, 0.72, 41.72,
12.28, 76.35, 51.82, 22.33, 25.35, 26.52, 17.38, 5.48, 5.23, 17.68,
9.23, 15.40, 33.98, 240.00, 47.00, 15.08, 32.45, 0.43, 25.62, 1.12,
47.93, 10.47, 4.87, 5.32, 26.87, 62.23, 20.92, 35.62, 25.33, 6.55,
14.68, 11.05, 24.08, 2.03, 4.57, 11.55, 15.17, 16.80, 11.90, 2.45,
8.30, 13.00, 26.17, 240.00, 0.73, 46.48, 6.78, 54.35, 39.40, 26.63,
17.77, 50.62, 16.75, 27.80, 20.98, 5.80, 21.02, 19.37, 48.65, 240.00,
8.93, 164.88, 59.45, 38.10, 4.33, 25.90, 7.52, 19.25, 19.28, 31.50,
28.57, 60.00, 17.33, 54.50, 7.98, 104.78, 240.00, 31.85, 18.20, 29.30,
7.65, 8.72, 0.92, 16.65, 1.08, 1.98, 35.07, 6.75, 12.93, 33.00,
13.53, 7.82, 9.50, 33.07, 29.10, 56.85, 25.32, 69.17, 113.93, 55.13,
51.68, 240.00, 38.50, 40.45, 9.63, 40.68, 4.03, 2.63, 8.98, 12.73,
14.63, 51.73, 24.58, 15.47, 15.67, 1.75, 1.08, 31.12, 9.50,
